Timestamp (UTC),Station,Temperature (°C),Humidity (%),Precipitation (mm),Wind Speed (km/h),Wind Speed (m/s),Wind Direction,Pressure (hPa),Radiation (W/m²)
2026-06-19T13:00,Guimarães,26.3,54.0,0.0,,,Calm,1015.0,3467.8
2026-06-19T14:00,Guimarães,27.0,52.0,0.0,,,Calm,1014.7,3387.4
2026-06-19T15:00,Guimarães,27.1,52.0,0.0,,,Calm,1014.7,3125.3
2026-06-19T16:00,Guimarães,27.0,48.0,0.0,,,Calm,1014.5,2763.2
2026-06-19T17:00,Guimarães,26.7,48.0,0.0,,,Calm,1014.4,2125.5
2026-06-19T18:00,Guimarães,25.9,48.0,0.0,,,Calm,1014.3,1487.4
2026-06-19T19:00,Guimarães,23.9,56.0,0.0,,,Calm,1014.7,721.3
2026-06-19T20:00,Guimarães,21.8,67.0,0.0,,,Calm,1015.4,160.1
2026-06-19T21:00,Guimarães,19.2,79.0,0.0,,,Calm,1016.3,2.3
2026-06-19T22:00,Guimarães,17.9,84.0,0.0,,,Calm,1017.0,0.0
2026-06-19T23:00,Guimarães,17.0,87.0,0.0,,,Calm,1017.2,0.0
2026-06-20T00:00,Guimarães,16.4,88.0,,,,Calm,1016.9,0.0
2026-06-20T01:00,Guimarães,15.9,90.0,,,,Calm,1016.7,0.0
2026-06-20T02:00,Guimarães,15.6,92.0,,,,Calm,1016.4,0.0
2026-06-20T03:00,Guimarães,NO DATA,,,,,,,
2026-06-20T04:00,Guimarães,14.6,95.0,0.0,,,Calm,1016.2,0.0
2026-06-20T05:00,Guimarães,14.4,97.0,0.0,,,Calm,1016.5,0.7
2026-06-20T06:00,Guimarães,14.3,99.0,0.0,,,Calm,1016.8,91.4
2026-06-20T07:00,Guimarães,16.4,,0.0,,,Calm,1017.0,662.6
2026-06-20T08:00,Guimarães,18.9,83.0,0.0,,,Calm,1017.0,1327.6
2026-06-20T09:00,Guimarães,22.4,69.0,0.0,,,Calm,1017.0,1885.6
2026-06-20T10:00,Guimarães,24.9,60.0,0.0,,,Calm,1016.5,2211.5
2026-06-20T11:00,Guimarães,27.5,51.0,0.0,,,Calm,1016.0,3038.1
2026-06-20T12:00,Guimarães,29.7,43.0,0.0,,,Calm,1015.5,3378.6
2026-06-20T13:00,Guimarães,31.0,35.0,0.0,,,Calm,1015.0,3420.7
2026-06-20T14:00,Guimarães,32.3,35.0,0.0,,,Calm,1014.6,3323.7
2026-06-20T15:00,Guimarães,31.7,44.0,0.0,,,Calm,1014.5,3041.9
2026-06-20T16:00,Guimarães,31.1,44.0,0.0,,,Calm,1014.5,2606.6
2026-06-20T17:00,Guimarães,30.5,43.0,0.0,,,Calm,1014.4,1953.4
2026-06-20T18:00,Guimarães,29.5,46.0,0.0,,,Calm,1014.5,1315.1
2026-06-20T19:00,Guimarães,28.2,50.0,0.0,,,Calm,1014.7,638.9
2026-06-20T20:00,Guimarães,25.4,59.0,0.0,,,Calm,1015.1,162.0
2026-06-20T21:00,Guimarães,22.2,68.0,0.0,,,Calm,1016.0,1.6
2026-06-20T22:00,Guimarães,20.8,74.0,0.0,,,Calm,1016.7,0.0
2026-06-20T23:00,Guimarães,20.4,77.0,0.0,,,Calm,1017.1,0.0
2026-06-21T00:00,Guimarães,19.8,78.0,0.0,,,Calm,1016.9,0.0
2026-06-21T01:00,Guimarães,19.3,79.0,0.0,,,Calm,1016.5,0.0
2026-06-21T02:00,Guimarães,19.1,81.0,0.0,,,Calm,1016.2,0.0
2026-06-21T03:00,Guimarães,18.9,81.0,0.0,,,Calm,1016.3,0.0
2026-06-21T04:00,Guimarães,18.4,83.0,0.0,,,Calm,1016.6,0.0
2026-06-21T05:00,Guimarães,17.9,85.0,0.0,,,Calm,1016.6,0.4
2026-06-21T06:00,Guimarães,18.0,86.0,0.0,,,Calm,1016.9,93.4
2026-06-21T07:00,Guimarães,20.6,79.0,0.0,,,Calm,1017.1,539.4
2026-06-21T08:00,Guimarães,23.7,69.0,0.0,,,Calm,1017.0,1171.1
2026-06-21T09:00,Guimarães,26.8,59.0,0.0,,,Calm,1016.9,1873.0
2026-06-21T10:00,Guimarães,28.8,55.0,0.0,,,Calm,1016.8,2396.1
2026-06-21T11:00,Guimarães,30.2,52.0,0.0,,,Calm,1016.6,2955.5
2026-06-21T12:00,Guimarães,31.2,49.0,0.0,,,Calm,1016.5,
2026-06-21T13:00,Guimarães,32.0,48.0,0.0,,,Calm,1016.3,
2026-06-21T14:00,Guimarães,33.0,46.0,0.0,,,Calm,1015.9,3186.3
2026-06-21T15:00,Guimarães,32.8,45.0,0.0,,,Calm,1016.0,2967.5
2026-06-21T16:00,Guimarães,32.3,45.0,0.0,,,Calm,1016.2,2520.4
2026-06-21T17:00,Guimarães,32.1,43.0,0.0,,,Calm,1016.2,1893.7
2026-06-21T18:00,Guimarães,30.7,48.0,0.0,,,Calm,1016.6,1296.3
2026-06-21T19:00,Guimarães,27.5,54.0,0.0,,,Calm,1017.2,717.3
2026-06-21T20:00,Guimarães,24.1,61.0,0.0,,,Calm,1017.9,77.0
2026-06-21T21:00,Guimarães,22.1,67.0,0.0,,,Calm,1018.2,1.1
2026-06-21T22:00,Guimarães,21.2,69.0,0.0,,,Calm,1018.1,0.0
2026-06-21T23:00,Guimarães,20.5,72.0,0.0,,,Calm,1017.5,0.0
2026-06-22T00:00,Guimarães,20.8,71.0,0.0,,,Calm,1016.8,0.0
2026-06-22T01:00,Guimarães,20.9,73.0,0.0,,,Calm,1016.0,0.0
2026-06-22T02:00,Guimarães,20.3,75.0,0.0,,,Calm,1016.2,0.0
2026-06-22T03:00,Guimarães,19.7,76.0,0.0,,,Calm,1016.6,0.0
2026-06-22T04:00,Guimarães,18.4,82.0,0.0,,,Calm,1017.0,0.0
2026-06-22T05:00,Guimarães,17.5,86.0,0.0,,,Calm,1017.3,0.3
2026-06-22T06:00,Guimarães,17.5,86.0,0.0,,,Calm,1017.0,81.6
2026-06-22T07:00,Guimarães,19.0,82.0,0.0,,,Calm,1016.8,497.1
2026-06-22T08:00,Guimarães,20.9,76.0,0.0,,,Calm,1016.9,880.1
2026-06-22T09:00,Guimarães,21.6,74.0,0.0,,,Calm,1017.3,1305.1
2026-06-22T10:00,Guimarães,22.5,72.0,0.0,,,Calm,1017.5,1895.0
2026-06-22T11:00,Guimarães,23.9,68.0,0.0,,,Calm,1017.4,
2026-06-22T12:00,Guimarães,24.0,68.0,0.0,,,Calm,1017.2,
2026-06-22T13:00,Guimarães,25.1,65.0,0.0,,,Calm,1016.7,1668.2
2026-06-22T14:00,Guimarães,27.5,58.0,0.0,,,Calm,1016.2,
2026-06-22T15:00,Guimarães,27.3,59.0,0.0,,,Calm,1016.0,1027.0
2026-06-22T16:00,Guimarães,26.6,63.0,0.0,,,Calm,1016.0,615.2
2026-06-22T17:00,Guimarães,26.9,62.0,0.0,,,Calm,1015.9,566.4
2026-06-22T18:00,Guimarães,25.7,66.0,0.0,,,Calm,1016.2,419.1
2026-06-22T19:00,Guimarães,22.5,74.0,0.0,,,Calm,1016.7,248.7
2026-06-22T20:00,Guimarães,21.7,78.0,0.0,,,Calm,1016.5,97.4
2026-06-22T21:00,Guimarães,20.6,81.0,0.0,,,Calm,1016.6,1.4
2026-06-22T22:00,Guimarães,20.0,84.0,0.0,,,Calm,1016.6,0.0
2026-06-22T23:00,Guimarães,19.7,84.0,0.0,,,Calm,1016.0,0.0
2026-06-23T00:00,Guimarães,19.7,85.0,0.0,,,Calm,1015.4,0.0
2026-06-23T01:00,Guimarães,19.7,85.0,0.0,,,Calm,1014.7,0.0
2026-06-23T02:00,Guimarães,19.7,86.0,0.0,,,Calm,1014.6,0.0
2026-06-23T03:00,Guimarães,19.9,85.0,0.0,,,Calm,1014.6,
2026-06-23T04:00,Guimarães,19.2,87.0,0.0,,,Calm,1014.3,0.0
2026-06-23T05:00,Guimarães,19.0,88.0,0.0,,,Calm,1014.3,0.2
2026-06-23T06:00,Guimarães,19.3,88.0,0.0,,,Calm,1014.2,117.8
2026-06-23T07:00,Guimarães,20.6,84.0,0.0,,,Calm,1014.1,315.0
2026-06-23T08:00,Guimarães,23.3,77.0,0.0,,,Calm,1013.9,829.6
2026-06-23T09:00,Guimarães,27.9,62.0,0.0,,,Calm,1013.6,1782.2
2026-06-23T10:00,Guimarães,31.3,53.0,0.0,,,Calm,1013.2,2241.8
2026-06-23T11:00,Guimarães,34.1,45.0,0.0,,,Calm,1012.6,2716.7
2026-06-23T12:00,Guimarães,32.9,51.0,0.0,,,Calm,1012.3,1067.6
2026-06-23T13:00,Guimarães,28.8,60.0,0.0,,,Calm,1013.0,844.7
2026-06-23T14:00,Guimarães,29.6,57.0,0.0,,,Calm,1012.5,1764.2
2026-06-23T15:00,Guimarães,32.8,50.0,0.0,,,Calm,1011.4,1756.5
2026-06-23T16:00,Guimarães,30.7,55.0,0.0,,,Calm,1011.4,1046.5
2026-06-23T17:00,Guimarães,29.8,58.0,0.0,,,Calm,1011.5,961.4
2026-06-23T18:00,Guimarães,29.4,59.0,0.0,,,Calm,1011.2,754.6
2026-06-23T19:00,Guimarães,27.1,59.0,0.0,,,Calm,1011.6,229.8
2026-06-23T20:00,Guimarães,25.5,64.0,0.0,,,Calm,1011.7,68.6
2026-06-23T21:00,Guimarães,23.8,69.0,0.0,,,Calm,1012.0,0.7
2026-06-23T22:00,Guimarães,23.2,70.0,0.0,,,Calm,1012.5,0.0
2026-06-23T23:00,Guimarães,22.1,74.0,0.0,,,Calm,1012.5,0.0
2026-06-24T00:00,Guimarães,20.9,78.0,0.0,,,Calm,1012.6,0.0
2026-06-24T01:00,Guimarães,20.2,81.0,0.0,,,Calm,1012.6,0.0
2026-06-24T02:00,Guimarães,19.9,82.0,0.0,,,Calm,1012.3,0.0
2026-06-24T03:00,Guimarães,19.3,84.0,0.0,,,Calm,1012.5,0.0
2026-06-24T04:00,Guimarães,18.8,85.0,0.0,,,Calm,1013.0,0.0
2026-06-24T05:00,Guimarães,18.5,86.0,0.0,,,Calm,1012.8,0.4
2026-06-24T06:00,Guimarães,18.3,87.0,0.0,,,Calm,1013.1,83.3
2026-06-24T07:00,Guimarães,20.3,83.0,0.0,,,Calm,1013.6,559.6
2026-06-24T08:00,Guimarães,21.1,80.0,0.0,,,Calm,1014.3,1124.1
2026-06-24T09:00,Guimarães,21.7,79.0,0.0,,,Calm,1014.7,1796.9
2026-06-24T10:00,Guimarães,24.2,71.0,0.0,,,Calm,1014.3,2036.9
2026-06-24T11:00,Guimarães,24.6,70.0,0.0,,,Calm,1014.1,1736.6
2026-06-24T12:00,Guimarães,23.4,74.0,0.1,,,Calm,1014.1,987.5
2026-06-24T13:00,Guimarães,24.2,71.0,0.0,,,Calm,1013.9,2095.5
2026-06-24T14:00,Guimarães,25.9,66.0,0.0,,,Calm,1013.5,
2026-06-24T15:00,Guimarães,25.7,67.0,0.0,,,Calm,1013.3,1633.9
2026-06-24T16:00,Guimarães,26.7,63.0,0.0,,,Calm,1012.8,2217.3
2026-06-24T17:00,Guimarães,26.6,62.0,0.0,,,Calm,1012.4,1699.9
2026-06-24T18:00,Guimarães,24.4,63.0,0.0,,,Calm,1012.7,756.1
2026-06-24T19:00,Guimarães,23.1,68.0,0.0,,,Calm,1013.2,583.1
2026-06-24T20:00,Guimarães,21.4,74.0,0.0,,,Calm,1013.2,176.4
2026-06-24T21:00,Guimarães,20.0,79.0,0.0,,,Calm,1013.2,3.6
2026-06-24T22:00,Guimarães,19.6,81.0,0.0,,,Calm,1013.6,0.0
2026-06-24T23:00,Guimarães,19.5,82.0,0.0,,,Calm,1013.5,0.0
2026-06-25T00:00,Guimarães,19.6,82.0,0.0,,,Calm,1013.3,0.0
2026-06-25T01:00,Guimarães,19.3,83.0,0.0,,,Calm,1013.0,0.0
2026-06-25T02:00,Guimarães,19.0,84.0,0.0,,,Calm,1013.3,0.0
2026-06-25T03:00,Guimarães,18.9,85.0,0.0,,,Calm,1013.1,0.0
2026-06-25T04:00,Guimarães,18.9,85.0,0.0,,,Calm,1013.0,0.0
2026-06-25T05:00,Guimarães,18.8,85.0,0.0,,,Calm,1013.3,0.0
2026-06-25T06:00,Guimarães,18.6,86.0,0.0,,,Calm,1013.7,2.0
2026-06-25T07:00,Guimarães,18.5,86.0,0.0,,,Calm,1014.2,35.8
2026-06-25T08:00,Guimarães,18.7,88.0,0.0,,,Calm,1014.6,329.9
2026-06-25T09:00,Guimarães,20.6,79.0,0.0,,,Calm,1014.6,1307.4
2026-06-25T10:00,Guimarães,22.3,67.0,0.0,,,Calm,1014.7,
2026-06-25T13:00,Guimarães,22.0,77.0,0.4,,,Calm,1015.1,
2026-06-25T14:00,Guimarães,23.4,66.0,0.0,,,Calm,1014.6,
2026-06-25T15:00,Guimarães,22.3,71.0,0.0,,,Calm,1014.7,665.6
2026-06-25T16:00,Guimarães,21.3,78.0,0.0,,,Calm,1015.1,633.1
2026-06-25T17:00,Guimarães,20.3,84.0,9.0,,,Calm,1015.2,734.3
2026-06-25T18:00,Guimarães,21.8,77.0,0.0,,,Calm,1015.0,753.8
2026-06-25T19:00,Guimarães,21.0,79.0,0.0,,,Calm,1015.4,171.0
2026-06-25T20:00,Guimarães,19.7,87.0,0.0,,,Calm,1016.0,69.1
2026-06-25T21:00,Guimarães,19.3,89.0,0.0,,,Calm,1016.5,2.7
2026-06-25T22:00,Guimarães,18.7,91.0,0.0,,,Calm,1017.1,0.0
2026-06-25T23:00,Guimarães,18.3,91.0,0.0,,,Calm,1017.3,0.0
2026-06-25T11:00,Guimarães,NO DATA,,,,,,,
2026-06-25T12:00,Guimarães,NO DATA,,,,,,,
2026-06-26T00:00,Guimarães,NO DATA,,,,,,,
2026-06-26T01:00,Guimarães,NO DATA,,,,,,,
2026-06-26T02:00,Guimarães,NO DATA,,,,,,,
2026-06-26T03:00,Guimarães,NO DATA,,,,,,,
2026-06-26T05:00,Guimarães,18.7,87.0,0.0,,,Calm,1017.4,
2026-06-26T06:00,Guimarães,19.1,84.0,0.0,,,Calm,1017.6,
2026-06-26T07:00,Guimarães,19.9,82.0,0.0,,,Calm,1017.9,254.5
2026-06-26T08:00,Guimarães,20.8,78.0,0.0,,,Calm,1018.1,595.8
2026-06-26T09:00,Guimarães,21.4,75.0,0.0,,,Calm,1018.4,768.1
2026-06-26T10:00,Guimarães,22.0,71.0,0.0,,,Calm,1018.6,1102.0
2026-06-26T11:00,Guimarães,23.3,65.0,0.0,,,Calm,1018.4,
2026-06-26T12:00,Guimarães,24.1,59.0,0.0,,,Calm,1018.3,
2026-06-26T13:00,Guimarães,25.1,57.0,0.0,,,Calm,1018.0,
2026-06-26T14:00,Guimarães,25.7,55.0,0.0,,,Calm,1017.7,
2026-06-26T15:00,Guimarães,25.4,54.0,0.0,,,Calm,1017.6,
2026-06-26T16:00,Guimarães,25.3,56.0,0.0,,,Calm,1017.6,
2026-06-26T17:00,Guimarães,24.8,56.0,0.0,,,Calm,1017.7,1794.6
2026-06-26T18:00,Guimarães,24.1,59.0,0.0,,,Calm,1017.6,1257.7
2026-06-26T19:00,Guimarães,23.4,61.0,0.0,,,Calm,1017.8,587.4
2026-06-26T20:00,Guimarães,21.1,71.0,0.0,,,Calm,1018.3,83.5
2026-06-26T21:00,Guimarães,19.6,78.0,0.0,,,Calm,1018.8,4.1
2026-06-26T22:00,Guimarães,19.2,80.0,0.0,,,Calm,1019.1,0.0
2026-06-26T23:00,Guimarães,18.8,81.0,0.0,,,Calm,1019.0,0.0
2026-06-26T04:00,Guimarães,NO DATA,,,,,,,
2026-06-27T00:00,Guimarães,18.3,84.0,0.0,,,Calm,1018.9,0.0
2026-06-27T01:00,Guimarães,18.1,84.0,0.0,,,Calm,1018.7,0.0
2026-06-27T02:00,Guimarães,17.1,87.0,0.0,,,Calm,1018.7,0.0
2026-06-27T03:00,Guimarães,16.7,89.0,0.0,,,Calm,1018.8,0.0
2026-06-27T04:00,Guimarães,16.4,92.0,0.0,,,Calm,1019.1,0.0
2026-06-27T05:00,Guimarães,16.9,95.0,0.0,,,Calm,1019.1,0.6
2026-06-27T06:00,Guimarães,16.2,96.0,0.0,,,Calm,1019.4,62.7
2026-06-27T07:00,Guimarães,18.4,87.0,0.0,,,Calm,1019.5,731.9
2026-06-27T08:00,Guimarães,20.4,73.0,0.0,,,Calm,1019.3,1328.4
2026-06-27T13:00,Guimarães,26.4,51.0,0.0,,,Calm,1019.5,3518.7
2026-06-27T14:00,Guimarães,26.3,51.0,0.0,,,Calm,1019.6,3453.3
2026-06-27T15:00,Guimarães,26.5,47.0,0.0,,,Calm,1019.7,3177.8
2026-06-27T16:00,Guimarães,26.2,47.0,0.0,,,Calm,1019.7,2755.3
2026-06-27T17:00,Guimarães,25.4,51.0,0.0,,,Calm,1019.8,2169.9
2026-06-27T18:00,Guimarães,24.6,54.0,0.0,,,Calm,1020.0,1489.8
2026-06-27T19:00,Guimarães,23.2,59.0,0.0,,,Calm,1020.4,752.3
2026-06-27T20:00,Guimarães,21.3,71.0,0.0,,,Calm,1020.8,206.3
2026-06-27T21:00,Guimarães,18.6,81.0,0.0,,,Calm,1021.3,4.1
2026-06-27T22:00,Guimarães,17.4,86.0,0.0,,,Calm,1022.1,0.0
2026-06-27T23:00,Guimarães,16.9,88.0,0.0,,,Calm,1022.1,0.0
2026-06-27T09:00,Guimarães,NO DATA,,,,,,,
2026-06-27T10:00,Guimarães,NO DATA,,,,,,,
2026-06-27T11:00,Guimarães,NO DATA,,,,,,,
2026-06-27T12:00,Guimarães,NO DATA,,,,,,,
2026-06-28T00:00,Guimarães,17.6,90.0,0.0,,,Calm,1022.1,0.0
2026-06-28T01:00,Guimarães,18.3,87.0,0.0,,,Calm,1021.9,0.0
2026-06-28T02:00,Guimarães,18.5,85.0,0.0,,,Calm,1021.8,0.0
2026-06-28T03:00,Guimarães,17.7,87.0,0.0,,,Calm,1021.6,0.0
2026-06-28T04:00,Guimarães,17.2,88.0,0.0,,,Calm,1021.8,0.0
2026-06-28T05:00,Guimarães,16.5,91.0,0.0,,,Calm,1021.9,1.1
2026-06-28T06:00,Guimarães,17.3,93.0,0.0,,,Calm,1022.2,117.5
2026-06-28T07:00,Guimarães,18.7,88.0,0.0,,,Calm,1022.4,527.9
2026-06-28T08:00,Guimarães,19.6,81.0,0.0,,,Calm,1022.6,659.6
2026-06-28T09:00,Guimarães,20.7,76.0,0.0,,,Calm,1022.8,979.8
2026-06-28T10:00,Guimarães,22.3,68.0,0.0,,,Calm,1022.8,1907.1
2026-06-28T11:00,Guimarães,23.7,62.0,0.0,,,Calm,1022.7,
2026-06-28T12:00,Guimarães,25.0,55.0,0.0,,,Calm,1022.6,
2026-06-28T13:00,Guimarães,26.6,49.0,0.0,,,Calm,1022.3,
2026-06-28T14:00,Guimarães,27.0,51.0,0.0,,,Calm,1021.8,
2026-06-28T15:00,Guimarães,27.7,49.0,0.0,,,Calm,1021.7,3230.5
2026-06-28T16:00,Guimarães,27.5,51.0,0.0,,,Calm,1021.5,
2026-06-28T17:00,Guimarães,27.5,52.0,0.0,,,Calm,1021.2,1934.1
2026-06-28T18:00,Guimarães,27.2,53.0,0.0,,,Calm,1020.9,1463.5
2026-06-28T19:00,Guimarães,25.9,57.0,0.0,,,Calm,1021.1,770.0
2026-06-28T20:00,Guimarães,23.8,63.0,0.0,,,Calm,1021.8,203.4
2026-06-28T21:00,Guimarães,20.9,73.0,0.0,,,Calm,1022.7,4.2
2026-06-28T22:00,Guimarães,18.9,80.0,0.0,,,Calm,1023.5,0.0
2026-06-28T23:00,Guimarães,17.8,83.0,0.0,,,Calm,1023.8,0.0
2026-06-29T00:00,Guimarães,17.0,86.0,0.0,,,Calm,1023.7,0.0
2026-06-29T01:00,Guimarães,16.5,87.0,0.0,,,Calm,1023.5,0.0
2026-06-29T02:00,Guimarães,16.0,89.0,0.0,,,Calm,1023.1,0.0
2026-06-29T03:00,Guimarães,15.7,90.0,0.0,,,Calm,1023.1,0.0
2026-06-29T04:00,Guimarães,15.3,92.0,0.0,,,Calm,1023.2,0.0
2026-06-29T05:00,Guimarães,14.8,93.0,0.0,,,Calm,1023.0,0.9
2026-06-29T06:00,Guimarães,14.8,96.0,0.0,,,Calm,1023.1,77.7
2026-06-29T07:00,Guimarães,17.3,91.0,0.0,,,Calm,1023.0,677.9
2026-06-29T08:00,Guimarães,21.1,71.0,0.0,,,Calm,1023.0,1367.7
2026-06-29T09:00,Guimarães,25.2,58.0,0.0,,,Calm,1022.3,1974.6
2026-06-29T10:00,Guimarães,27.4,49.0,0.0,,,Calm,1021.8,2598.8
2026-06-29T11:00,Guimarães,28.9,46.0,0.0,,,Calm,1021.5,3069.7
2026-06-29T12:00,Guimarães,30.4,43.0,0.0,,,Calm,1021.1,3352.2
2026-06-29T13:00,Guimarães,31.2,40.0,0.0,,,Calm,1020.7,3466.2
2026-06-29T14:00,Guimarães,32.4,38.0,0.0,,,Calm,1020.1,3380.6
2026-06-29T15:00,Guimarães,31.9,42.0,0.0,,,Calm,1019.9,3087.0
2026-06-29T16:00,Guimarães,31.6,43.0,0.0,,,Calm,1019.8,2686.5
2026-06-29T17:00,Guimarães,31.8,42.0,0.0,,,Calm,1019.6,2108.1
2026-06-29T18:00,Guimarães,31.3,43.0,0.0,,,Calm,1019.4,1442.8
2026-06-29T19:00,Guimarães,30.0,46.0,0.0,,,Calm,1019.5,753.4
2026-06-29T20:00,Guimarães,27.4,55.0,0.0,,,Calm,1020.0,201.1
2026-06-29T21:00,Guimarães,24.0,67.0,0.0,,,Calm,1020.5,4.3
2026-06-29T22:00,Guimarães,21.9,74.0,0.0,,,Calm,1021.1,0.0
2026-06-29T23:00,Guimarães,20.8,78.0,0.0,,,Calm,1021.4,0.0
2026-06-30T00:00,Guimarães,20.1,80.0,0.0,,,Calm,1021.4,0.0
2026-06-30T01:00,Guimarães,19.4,82.0,0.0,,,Calm,1021.1,0.0
2026-06-30T02:00,Guimarães,18.8,84.0,0.0,,,Calm,1021.2,0.0
2026-06-30T03:00,Guimarães,18.4,86.0,0.0,,,Calm,1021.3,
2026-06-30T04:00,Guimarães,18.0,87.0,0.0,,,Calm,1021.2,0.0
2026-06-30T05:00,Guimarães,17.5,89.0,0.0,,,Calm,1021.2,0.6
2026-06-30T06:00,Guimarães,17.4,92.0,0.0,,,Calm,1021.5,78.6
2026-06-30T07:00,Guimarães,19.9,87.0,0.0,,,Calm,1021.6,730.3
2026-06-30T08:00,Guimarães,23.6,71.0,0.0,,,Calm,1021.5,1284.0
2026-06-30T09:00,Guimarães,25.7,63.0,0.0,,,Calm,1021.4,1951.3
2026-06-30T10:00,Guimarães,28.3,54.0,0.0,,,Calm,1020.9,2579.8
2026-06-30T11:00,Guimarães,30.2,49.0,0.0,,,Calm,1020.7,3056.9
2026-06-30T12:00,Guimarães,31.7,46.0,0.0,,,Calm,1020.4,3330.3
2026-06-30T13:00,Guimarães,33.0,39.0,0.0,,,Calm,1020.2,3463.4
2026-06-30T14:00,Guimarães,33.9,34.0,0.0,,,Calm,1019.7,3370.7
2026-06-30T15:00,Guimarães,34.6,32.0,0.0,,,Calm,1019.1,3114.9
2026-06-30T16:00,Guimarães,35.2,29.0,0.0,,,Calm,1018.7,2739.0
2026-06-30T17:00,Guimarães,34.3,28.0,0.0,,,Calm,1018.7,1953.2
2026-06-30T18:00,Guimarães,33.0,39.0,0.0,,,Calm,1018.7,1457.9
2026-06-30T19:00,Guimarães,31.3,46.0,0.0,,,Calm,1019.0,696.5
2026-06-30T20:00,Guimarães,28.7,55.0,0.0,,,Calm,1019.4,208.3
2026-06-30T21:00,Guimarães,25.1,67.0,0.0,,,Calm,1020.0,5.6
2026-06-30T22:00,Guimarães,23.2,73.0,0.0,,,Calm,1020.7,0.0
2026-06-30T23:00,Guimarães,21.6,78.0,0.0,,,Calm,1021.0,0.0
2026-07-01T00:00,Guimarães,20.7,80.0,0.0,,,Calm,1021.1,0.0
2026-07-01T01:00,Guimarães,20.0,82.0,0.0,,,Calm,1020.9,0.0
2026-07-01T02:00,Guimarães,19.2,84.0,0.0,,,Calm,1020.7,0.0
2026-07-01T03:00,Guimarães,18.7,85.0,0.0,,,Calm,1020.8,0.0
2026-07-01T04:00,Guimarães,17.8,87.0,0.0,,,Calm,1020.8,0.0
2026-07-01T05:00,Guimarães,17.0,85.0,0.0,,,Calm,1020.9,0.7
2026-07-01T06:00,Guimarães,17.2,83.0,0.0,,,Calm,1021.0,73.2
2026-07-01T07:00,Guimarães,22.0,66.0,0.0,,,Calm,1021.1,648.4
2026-07-01T08:00,Guimarães,24.9,54.0,0.0,,,Calm,1021.1,1305.0
2026-07-01T09:00,Guimarães,26.3,49.0,0.0,,,Calm,1020.9,1965.6
2026-07-01T10:00,Guimarães,28.1,44.0,0.0,,,Calm,1020.8,2572.2
2026-07-01T11:00,Guimarães,30.1,40.0,0.0,,,Calm,1020.5,3035.9
2026-07-01T12:00,Guimarães,31.5,38.0,0.0,,,Calm,1020.1,3334.4
2026-07-01T13:00,Guimarães,33.0,36.0,0.0,,,Calm,1019.3,3435.5
2026-07-01T14:00,Guimarães,34.1,32.0,0.0,,,Calm,1018.6,3369.6
2026-07-01T15:00,Guimarães,35.2,29.0,0.0,,,Calm,1017.9,3115.0
2026-07-01T16:00,Guimarães,36.1,27.0,0.0,,,Calm,1017.3,2688.2
2026-07-01T17:00,Guimarães,36.5,26.0,0.0,,,Calm,1016.6,2105.4
2026-07-01T18:00,Guimarães,36.3,24.0,0.0,,,Calm,1016.4,1454.5
2026-07-01T19:00,Guimarães,35.8,25.0,0.0,,,Calm,1016.5,770.5
2026-07-01T20:00,Guimarães,32.3,34.0,0.0,,,Calm,1017.0,207.6
2026-07-01T21:00,Guimarães,27.9,51.0,0.0,,,Calm,1017.8,4.0
2026-07-01T22:00,Guimarães,26.4,53.0,0.0,,,Calm,1018.7,0.0
2026-07-01T23:00,Guimarães,25.2,51.0,0.0,,,Calm,1019.5,0.0
2026-07-02T00:00,Guimarães,28.4,35.0,0.0,,,Calm,1019.9,0.0
2026-07-02T01:00,Guimarães,27.8,35.0,0.0,,,Calm,1020.3,0.0
2026-07-02T02:00,Guimarães,26.2,37.0,0.0,,,Calm,1020.6,0.0
2026-07-02T03:00,Guimarães,24.4,39.0,0.0,,,Calm,1020.5,0.0
2026-07-02T04:00,Guimarães,23.0,40.0,0.0,,,Calm,1020.6,0.0
2026-07-02T05:00,Guimarães,22.5,38.0,0.0,,,Calm,1020.6,0.1
2026-07-02T06:00,Guimarães,20.6,44.0,0.0,,,Calm,1021.1,64.6
2026-07-02T07:00,Guimarães,22.7,38.0,0.0,,,Calm,1021.2,677.8
2026-07-02T08:00,Guimarães,25.0,32.0,0.0,,,Calm,1021.2,1351.5
2026-07-02T09:00,Guimarães,27.0,29.0,0.0,,,Calm,1021.3,2015.3
2026-07-02T10:00,Guimarães,28.6,25.0,0.0,,,Calm,1021.1,2642.5
2026-07-02T11:00,Guimarães,30.6,21.0,0.0,,,Calm,1020.8,3129.4
2026-07-02T12:00,Guimarães,31.9,19.0,0.0,,,Calm,1020.5,3444.1
2026-07-02T13:00,Guimarães,33.1,19.0,0.0,,,Calm,1020.1,3546.8
2026-07-02T14:00,Guimarães,34.3,17.0,0.0,,,Calm,1019.6,3463.4
2026-07-02T15:00,Guimarães,35.7,16.0,0.0,,,Calm,1019.1,3192.9
2026-07-02T16:00,Guimarães,36.8,14.0,0.0,,,Calm,1018.4,2768.5
2026-07-02T17:00,Guimarães,37.3,14.0,0.0,,,Calm,1018.0,2171.8
2026-07-02T18:00,Guimarães,37.1,16.0,0.0,,,Calm,1017.7,1498.4
2026-07-02T19:00,Guimarães,36.5,17.0,0.0,,,Calm,1017.6,796.2
